frequency,real,imaginary,magnitude,impedance
10000.0,13.0,-309.0,309.27,357.14
11800.0,-24.0,-274.0,275.05,356.37
13600.0,-9.0,-259.0,259.16,387.79
15400.0,27.0,-237.0,238.53,399.74
17200.0,13.0,-257.0,257.33,357.86
19000.0,21.0,-270.0,270.82,432.39
20800.0,24.0,-269.0,270.07,373.89
22600.0,38.0,-261.0,263.75,387.91
24400.0,38.0,-262.0,264.74,406.12
26200.0,46.0,-277.0,280.79,378.58
28000.0,50.0,-263.0,267.71,362.39
29800.0,58.0,-269.0,275.18,375.48
31600.0,70.0,-265.0,274.09,385.91
33400.0,73.0,-266.0,275.84,376.48
35200.0,77.0,-267.0,277.88,387.59
37000.0,88.0,-260.0,274.49,396.42
38800.0,94.0,-263.0,279.29,376.34
40600.0,100.0,-260.0,278.57,368.05
42400.0,108.0,-263.0,284.31,371.43
44200.0,115.0,-256.0,280.64,369.75
46000.0,124.0,-255.0,283.55,378.85
47800.0,126.0,-254.0,283.53,385.9
49600.0,132.0,-251.0,283.59,376.16
51400.0,137.0,-248.0,283.32,366.87
53200.0,149.0,-250.0,291.03,365.77
55000.0,152.0,-240.0,284.08,371.0
56800.0,163.0,-228.0,280.27,298.77
58600.0,165.0,-236.0,287.96,369.87
60400.0,167.0,-235.0,288.29,376.03
62200.0,173.0,-228.0,286.2,364.78
64000.0,180.0,-223.0,286.58,380.78
65800.0,184.0,-219.0,286.04,368.0
67600.0,190.0,-216.0,287.67,378.82
69400.0,194.0,-211.0,286.63,370.34
71200.0,201.0,-208.0,289.25,366.99
73000.0,205.0,-202.0,287.8,363.76
74800.0,214.0,-197.0,290.87,379.36
76600.0,215.0,-192.0,288.25,368.78
78400.0,221.0,-187.0,289.5,362.68
80200.0,219.0,-183.0,285.39,333.81
82000.0,228.0,-177.0,288.64,371.4
83800.0,236.0,-175.0,293.8,352.99
85600.0,237.0,-165.0,288.78,357.46
87400.0,240.0,-160.0,288.44,361.62
89200.0,246.0,-157.0,291.83,364.97
91000.0,245.0,-151.0,287.8,366.94
92800.0,252.0,-144.0,290.24,364.11
94600.0,254.0,-139.0,289.55,361.63
96400.0,256.0,-134.0,288.95,359.12
98200.0,261.0,-127.0,290.26,357.51
100000.0,263.0,-121.0,289.5,371.07
