frequency,real,imaginary,magnitude,impedance
10000.0,-19.0,-238.0,238.76,462.62
11800.0,-44.0,-277.0,280.47,349.48
13600.0,0.0,-255.0,255.0,394.11
15400.0,-13.0,-229.0,229.37,415.71
17200.0,3.0,-247.0,247.02,372.79
19000.0,16.0,-266.0,266.48,439.42
20800.0,21.0,-273.0,273.81,368.78
22600.0,29.0,-271.0,272.55,375.4
24400.0,37.0,-265.0,267.57,401.83
26200.0,47.0,-267.0,271.11,392.1
28000.0,53.0,-261.0,266.33,364.27
29800.0,57.0,-268.0,273.99,377.11
31600.0,63.0,-267.0,274.33,385.57
33400.0,75.0,-263.0,273.48,379.71
35200.0,83.0,-268.0,280.56,383.89
37000.0,84.0,-266.0,278.95,390.08
38800.0,94.0,-263.0,279.29,376.34
40600.0,100.0,-261.0,279.5,366.82
42400.0,106.0,-263.0,283.56,372.42
44200.0,115.0,-257.0,281.56,368.55
46000.0,123.0,-254.0,282.21,380.65
47800.0,128.0,-253.0,283.54,385.9
49600.0,134.0,-250.0,283.65,376.09
51400.0,140.0,-247.0,283.92,366.1
53200.0,140.0,-247.0,283.92,374.94
55000.0,154.0,-240.0,285.16,369.6
56800.0,160.0,-247.0,294.29,284.54
58600.0,164.0,-236.0,287.39,370.61
60400.0,170.0,-230.0,286.01,379.03
62200.0,172.0,-227.0,284.8,366.58
64000.0,184.0,-223.0,289.11,377.45
65800.0,184.0,-219.0,286.04,368.0
67600.0,192.0,-216.0,289.0,377.09
69400.0,196.0,-212.0,288.72,367.66
71200.0,198.0,-207.0,286.45,370.58
73000.0,206.0,-200.0,287.12,364.63
74800.0,211.0,-202.0,292.1,377.76
76600.0,216.0,-191.0,288.33,368.67
78400.0,218.0,-186.0,286.57,366.39
80200.0,226.0,-180.0,288.92,329.74
82000.0,228.0,-180.0,290.49,369.04
83800.0,233.0,-172.0,289.61,358.11
85600.0,234.0,-166.0,286.9,359.8
87400.0,241.0,-160.0,289.28,360.58
89200.0,246.0,-154.0,290.23,366.98
91000.0,247.0,-151.0,289.5,364.78
92800.0,253.0,-144.0,291.11,363.02
94600.0,254.0,-138.0,289.07,362.23
96400.0,259.0,-132.0,290.7,356.97
98200.0,263.0,-128.0,292.49,354.77
100000.0,265.0,-122.0,291.73,368.23
