frequency,real,imaginary,magnitude,impedance
10000.0,74.0,-255.0,265.52,459.72
11800.0,-48.0,-289.0,292.96,355.26
13600.0,12.0,-268.0,268.27,426.58
15400.0,19.0,-240.0,240.75,400.13
17200.0,13.0,-261.0,261.32,370.22
19000.0,17.0,-278.0,278.52,413.32
20800.0,25.0,-260.0,261.2,369.52
22600.0,28.0,-277.0,278.41,375.27
24400.0,39.0,-273.0,275.77,375.59
26200.0,50.0,-282.0,286.4,364.34
28000.0,53.0,-273.0,278.1,357.64
29800.0,56.0,-278.0,283.58,369.5
31600.0,71.0,-279.0,287.89,371.33
33400.0,72.0,-272.0,281.37,367.22
35200.0,79.0,-282.0,292.86,378.09
37000.0,107.0,-286.0,305.36,364.55
38800.0,95.0,-272.0,288.11,367.39
40600.0,100.0,-271.0,288.86,357.43
42400.0,105.0,-273.0,292.5,364.52
44200.0,115.0,-263.0,287.04,361.51
46000.0,125.0,-265.0,293.0,363.38
47800.0,130.0,-265.0,295.17,373.16
49600.0,134.0,-260.0,292.5,351.66
51400.0,145.0,-258.0,295.95,369.71
53200.0,154.0,-256.0,298.75,377.81
55000.0,157.0,-250.0,295.21,360.79
56800.0,161.0,-263.0,308.37,354.29
58600.0,166.0,-251.0,300.93,352.31
60400.0,173.0,-242.0,297.48,360.37
62200.0,177.0,-238.0,296.6,352.0
64000.0,187.0,-234.0,299.54,350.52
65800.0,190.0,-229.0,297.56,371.81
67600.0,198.0,-226.0,300.47,340.06
69400.0,227.0,-227.0,321.03,335.27
71200.0,208.0,-216.0,299.87,358.43
73000.0,211.0,-210.0,297.69,356.33
74800.0,213.0,-210.0,299.11,359.83
76600.0,223.0,-201.0,300.22,344.68
78400.0,226.0,-195.0,298.5,356.88
80200.0,236.0,-193.0,304.87,377.14
82000.0,236.0,-187.0,301.11,358.92
83800.0,245.0,-185.0,307.0,342.0
85600.0,248.0,-173.0,302.38,369.09
87400.0,250.0,-168.0,301.2,349.91
89200.0,255.0,-165.0,303.73,342.22
91000.0,254.0,-159.0,299.66,342.47
92800.0,263.0,-153.0,304.27,347.32
94600.0,265.0,-146.0,302.56,340.29
96400.0,270.0,-139.0,303.68,341.71
98200.0,272.0,-135.0,303.66,350.56
100000.0,277.0,-125.0,303.9,359.5
