frequency,real,imaginary,magnitude,impedance
10000.0,18.0,-13.0,22.2,46024.69
11800.0,189.0,-651.0,677.88,1453.29
13600.0,265.0,-1807.0,1826.33,542.36
15400.0,293.0,-1812.0,1835.54,537.28
17200.0,305.0,-1790.0,1815.8,539.6
19000.0,358.0,-1809.0,1844.08,542.78
20800.0,396.0,-1797.0,1840.12,536.72
22600.0,432.0,-1791.0,1842.36,537.46
24400.0,477.0,-1780.0,1842.8,538.06
26200.0,509.0,-1777.0,1848.46,537.22
28000.0,550.0,-1760.0,1843.94,531.33
29800.0,590.0,-1750.0,1846.78,538.21
31600.0,625.0,-1744.0,1852.61,534.45
33400.0,663.0,-1729.0,1851.76,533.55
35200.0,700.0,-1719.0,1856.06,538.84
37000.0,736.0,-1700.0,1852.48,530.79
38800.0,778.0,-1688.0,1858.66,530.79
40600.0,812.0,-1674.0,1860.54,531.8
42400.0,855.0,-1660.0,1867.25,529.74
44200.0,890.0,-1638.0,1864.17,529.17
46000.0,926.0,-1621.0,1866.85,528.85
47800.0,961.0,-1607.0,1872.42,529.73
49600.0,993.0,-1582.0,1867.83,528.04
51400.0,1030.0,-1566.0,1874.37,527.04
53200.0,1070.0,-1542.0,1876.88,521.95
55000.0,1100.0,-1521.0,1877.08,523.41
56800.0,1127.0,-1509.0,1883.4,516.54
58600.0,1164.0,-1480.0,1882.9,522.26
60400.0,1199.0,-1449.0,1880.75,522.1
62200.0,1230.0,-1423.0,1880.91,521.51
64000.0,1262.0,-1400.0,1884.85,523.82
65800.0,1291.0,-1368.0,1880.99,521.04
67600.0,1325.0,-1340.0,1884.47,519.53
69400.0,1353.0,-1311.0,1883.97,520.8
71200.0,1384.0,-1283.0,1887.21,518.31
73000.0,1412.0,-1253.0,1887.79,519.94
74800.0,1435.0,-1227.0,1888.06,521.95
76600.0,1466.0,-1193.0,1890.08,518.92
78400.0,1489.0,-1161.0,1888.13,518.66
80200.0,1517.0,-1122.0,1886.84,517.29
82000.0,1544.0,-1096.0,1893.45,517.08
83800.0,1570.0,-1063.0,1896.01,516.81
85600.0,1593.0,-1030.0,1896.98,516.04
87400.0,1612.0,-992.0,1892.78,516.38
89200.0,1635.0,-952.0,1891.96,514.72
91000.0,1650.0,-925.0,1891.59,515.93
92800.0,1676.0,-885.0,1895.31,516.31
94600.0,1694.0,-849.0,1894.84,515.22
96400.0,1714.0,-813.0,1897.04,516.08
98200.0,1730.0,-773.0,1894.84,514.92
100000.0,1747.0,-735.0,1895.32,512.45
