frequency,real,imaginary,magnitude,impedance
5000.0,10.0,855.0,855.06,10783.12
7000.0,2.0,860.0,860.0,10584.75
9000.0,-54.0,888.0,889.64,10438.23
11000.0,-65.0,879.0,881.4,10400.83
13000.0,-100.0,895.0,900.57,10402.07
15000.0,-113.0,880.0,887.23,10461.83
17000.0,-136.0,886.0,896.38,10416.79
19000.0,-149.0,876.0,888.58,10394.14
21000.0,-175.0,886.0,903.12,10372.08
23000.0,-179.0,832.0,851.04,10933.53
25000.0,-196.0,833.0,855.75,10908.62
27000.0,-211.0,829.0,855.43,10856.8
29000.0,-228.0,826.0,856.89,10916.25
31000.0,-248.0,823.0,859.55,10838.09
33000.0,-262.0,819.0,859.89,10845.95
35000.0,-280.0,817.0,863.65,10804.9
37000.0,-296.0,814.0,866.15,10758.93
39000.0,-310.0,804.0,861.69,10814.97
41000.0,-325.0,799.0,862.57,10794.8
43000.0,-348.0,796.0,868.75,10620.47
45000.0,-361.0,785.0,864.03,10752.58
47000.0,-375.0,779.0,864.56,10745.58
49000.0,-392.0,770.0,864.04,10740.18
51000.0,-408.0,764.0,866.12,10727.22
53000.0,-422.0,760.0,869.3,10672.73
55000.0,-440.0,751.0,870.4,10634.87
57000.0,-458.0,745.0,874.52,10619.01
59000.0,-467.0,732.0,868.28,10658.16
61000.0,-490.0,722.0,872.57,10574.38
63000.0,-496.0,709.0,865.27,10642.21
65000.0,-519.0,706.0,876.24,10597.45
67000.0,-528.0,694.0,872.02,10594.35
69000.0,-546.0,685.0,875.98,10537.56
71000.0,-559.0,673.0,874.88,10588.19
73000.0,-568.0,663.0,873.04,10571.08
75000.0,-582.0,649.0,871.74,10555.4
77000.0,-598.0,638.0,874.44,10547.34
79000.0,-609.0,625.0,872.64,10527.88
81000.0,-625.0,612.0,874.74,10480.21
83000.0,-640.0,601.0,877.95,10432.37
85000.0,-649.0,588.0,875.75,10475.83
87000.0,-659.0,577.0,875.91,10476.69
89000.0,-674.0,564.0,878.85,10449.51
91000.0,-688.0,546.0,878.33,10466.35
93000.0,-691.0,536.0,874.52,10477.39
95000.0,-707.0,515.0,874.69,10435.75
97000.0,-718.0,506.0,878.38,10380.91
99000.0,-727.0,494.0,878.96,10381.52
