frequency,real,imaginary,magnitude,impedance
10000.0,18.0,-13.0,22.2,46024.69
11800.0,-1.0,-3.0,3.16,311533.63
13600.0,345.0,-1522.0,1560.61,634.7
15400.0,274.0,-1988.0,2006.79,491.43
17200.0,336.0,-1989.0,2017.18,485.73
19000.0,372.0,-2007.0,2041.18,490.37
20800.0,418.0,-1997.0,2040.28,484.07
22600.0,457.0,-1998.0,2049.6,483.12
24400.0,505.0,-1985.0,2048.23,484.1
26200.0,550.0,-1983.0,2057.86,482.56
28000.0,592.0,-1966.0,2053.2,477.17
29800.0,637.0,-1962.0,2062.82,481.85
31600.0,683.0,-1954.0,2069.93,478.34
33400.0,725.0,-1936.0,2067.3,477.92
35200.0,766.0,-1926.0,2072.74,482.51
37000.0,810.0,-1905.0,2070.05,475.0
38800.0,855.0,-1894.0,2078.04,474.75
40600.0,897.0,-1877.0,2080.32,475.62
42400.0,939.0,-1864.0,2087.16,473.93
44200.0,986.0,-1837.0,2084.89,473.15
46000.0,1026.0,-1820.0,2089.28,472.55
47800.0,1066.0,-1799.0,2091.11,474.33
49600.0,1106.0,-1775.0,2091.38,471.6
51400.0,1148.0,-1753.0,2095.45,471.44
53200.0,1190.0,-1725.0,2095.64,467.46
55000.0,1223.0,-1707.0,2099.9,467.87
56800.0,1275.0,-1679.0,2108.24,461.45
58600.0,1298.0,-1657.0,2104.86,467.18
60400.0,1339.0,-1626.0,2106.37,466.17
62200.0,1375.0,-1596.0,2106.62,465.63
64000.0,1413.0,-1570.0,2112.22,467.43
65800.0,1449.0,-1537.0,2112.34,463.98
67600.0,1482.0,-1504.0,2111.48,463.68
69400.0,1518.0,-1474.0,2115.89,463.71
71200.0,1549.0,-1439.0,2114.27,462.65
73000.0,1581.0,-1404.0,2114.42,464.21
74800.0,1609.0,-1372.0,2114.54,466.05
76600.0,1645.0,-1336.0,2119.18,462.83
78400.0,1674.0,-1299.0,2118.89,462.18
80200.0,1711.0,-1264.0,2127.26,458.82
82000.0,1731.0,-1224.0,2120.03,461.82
83800.0,1756.0,-1187.0,2119.55,462.3
85600.0,1784.0,-1148.0,2121.45,461.44
87400.0,1811.0,-1108.0,2123.06,460.37
89200.0,1837.0,-1064.0,2122.89,458.73
91000.0,1859.0,-1031.0,2125.76,459.1
92800.0,1884.0,-985.0,2125.95,460.29
94600.0,1905.0,-944.0,2126.07,459.19
96400.0,1925.0,-900.0,2125.0,460.72
98200.0,1944.0,-860.0,2125.73,458.99
100000.0,1964.0,-816.0,2126.77,456.68
