frequency,real,imaginary,magnitude,impedance
10000.0,18.0,-13.0,22.2,46024.69
11800.0,-1.0,-4.0,4.12,238935.39
13600.0,112.0,-336.0,354.18,2796.7
15400.0,293.0,-1958.0,1979.8,498.13
17200.0,313.0,-1965.0,1989.77,492.42
19000.0,354.0,-1985.0,2016.32,496.41
20800.0,394.0,-1976.0,2014.9,490.17
22600.0,441.0,-1961.0,2009.98,492.64
24400.0,483.0,-1969.0,2027.38,489.08
26200.0,529.0,-1961.0,2031.1,488.92
28000.0,573.0,-1949.0,2031.48,482.27
29800.0,617.0,-1938.0,2033.85,488.71
31600.0,660.0,-1936.0,2045.41,484.07
33400.0,698.0,-1922.0,2044.82,483.17
35200.0,747.0,-1912.0,2052.74,487.21
37000.0,786.0,-1894.0,2050.62,479.5
38800.0,830.0,-1884.0,2058.73,479.21
40600.0,868.0,-1865.0,2057.1,480.98
42400.0,913.0,-1853.0,2065.71,478.85
44200.0,958.0,-1829.0,2064.7,477.78
46000.0,999.0,-1812.0,2069.14,477.15
47800.0,1038.0,-1797.0,2075.25,477.96
49600.0,1081.0,-1772.0,2075.7,475.16
51400.0,1117.0,-1753.0,2078.63,475.25
53200.0,1159.0,-1736.0,2087.34,469.32
55000.0,1199.0,-1708.0,2086.83,470.8
56800.0,1241.0,-1667.0,2078.21,468.12
58600.0,1276.0,-1663.0,2096.13,469.13
60400.0,1315.0,-1629.0,2093.53,469.03
62200.0,1349.0,-1601.0,2093.56,468.54
64000.0,1392.0,-1572.0,2099.73,470.21
65800.0,1428.0,-1541.0,2100.92,466.5
67600.0,1456.0,-1512.0,2099.07,466.42
69400.0,1495.0,-1482.0,2105.08,466.09
71200.0,1525.0,-1448.0,2102.93,465.14
73000.0,1561.0,-1415.0,2106.88,465.87
74800.0,1588.0,-1384.0,2106.47,467.83
76600.0,1623.0,-1349.0,2110.43,464.74
78400.0,1655.0,-1312.0,2111.96,463.7
80200.0,1682.0,-1277.0,2111.84,462.17
82000.0,1715.0,-1239.0,2115.74,462.75
83800.0,1745.0,-1204.0,2120.06,462.19
85600.0,1770.0,-1164.0,2118.44,462.09
87400.0,1794.0,-1124.0,2117.03,461.68
89200.0,1824.0,-1082.0,2120.78,459.18
91000.0,1841.0,-1048.0,2118.39,460.7
92800.0,1869.0,-1004.0,2121.6,461.24
94600.0,1892.0,-962.0,2122.52,459.96
96400.0,1911.0,-921.0,2121.36,461.51
98200.0,1942.0,-873.0,2129.2,458.25
100000.0,1973.0,-828.0,2139.7,453.92
