frequency,real,imaginary,magnitude,impedance
10000.0,18.0,-13.0,22.2,46024.69
11800.0,0.0,-3.0,3.0,328385.28
13600.0,375.0,-1773.0,1812.22,546.58
15400.0,293.0,-1879.0,1901.71,518.58
17200.0,316.0,-1887.0,1913.28,512.11
19000.0,367.0,-1889.0,1924.32,520.15
20800.0,398.0,-1879.0,1920.69,514.21
22600.0,448.0,-1873.0,1925.83,514.17
24400.0,486.0,-1860.0,1922.45,515.77
26200.0,529.0,-1859.0,1932.8,513.78
28000.0,569.0,-1844.0,1929.79,507.69
29800.0,604.0,-1843.0,1939.45,512.5
31600.0,653.0,-1831.0,1943.96,509.34
33400.0,690.0,-1812.0,1938.93,509.56
35200.0,723.0,-1807.0,1946.27,513.86
37000.0,770.0,-1784.0,1943.08,506.04
38800.0,808.0,-1774.0,1949.34,506.1
40600.0,847.0,-1755.0,1948.7,507.74
42400.0,885.0,-1746.0,1957.48,505.32
44200.0,928.0,-1721.0,1955.26,504.52
46000.0,967.0,-1705.0,1960.13,503.68
47800.0,1003.0,-1685.0,1960.93,505.82
49600.0,1041.0,-1662.0,1961.1,502.93
51400.0,1080.0,-1643.0,1966.18,502.43
53200.0,1113.0,-1626.0,1970.44,497.16
55000.0,1149.0,-1599.0,1969.01,498.98
56800.0,1174.0,-1564.0,1955.6,497.47
58600.0,1225.0,-1550.0,1975.63,497.74
60400.0,1258.0,-1526.0,1977.69,496.51
62200.0,1289.0,-1496.0,1974.72,496.73
64000.0,1326.0,-1469.0,1978.95,498.91
65800.0,1355.0,-1439.0,1976.55,495.85
67600.0,1391.0,-1410.0,1980.65,494.3
69400.0,1419.0,-1382.0,1980.78,495.34
71200.0,1452.0,-1351.0,1983.31,493.2
73000.0,1481.0,-1318.0,1982.55,495.09
74800.0,1511.0,-1290.0,1986.76,496.02
76600.0,1539.0,-1255.0,1985.84,493.9
78400.0,1566.0,-1221.0,1985.75,493.17
80200.0,1592.0,-1182.0,1982.82,492.25
82000.0,1620.0,-1150.0,1986.68,492.81
83800.0,1646.0,-1117.0,1989.22,492.59
85600.0,1670.0,-1079.0,1988.25,492.35
87400.0,1693.0,-1042.0,1987.97,491.66
89200.0,1714.0,-1002.0,1985.4,490.5
91000.0,1735.0,-969.0,1987.26,491.1
92800.0,1763.0,-929.0,1992.79,491.05
94600.0,1780.0,-892.0,1991.0,490.34
96400.0,1801.0,-851.0,1991.93,491.5
98200.0,1819.0,-813.0,1992.42,489.71
100000.0,1837.0,-775.0,1993.79,487.14
