frequency,real,imaginary,magnitude,impedance
10000.0,18.0,-13.0,22.2,46024.69
11800.0,0.0,-4.0,4.0,246288.95
13600.0,277.0,-1858.0,1878.53,527.28
15400.0,297.0,-1876.0,1899.36,519.22
17200.0,314.0,-1882.0,1908.01,513.52
19000.0,371.0,-1882.0,1918.22,521.8
20800.0,410.0,-1875.0,1919.3,514.58
22600.0,445.0,-1863.0,1915.41,516.97
24400.0,486.0,-1855.0,1917.61,517.07
26200.0,531.0,-1847.0,1921.81,516.72
28000.0,571.0,-1830.0,1917.01,511.07
29800.0,608.0,-1827.0,1925.51,516.21
31600.0,653.0,-1817.0,1930.78,512.81
33400.0,688.0,-1803.0,1929.81,511.97
35200.0,731.0,-1794.0,1937.21,516.27
37000.0,767.0,-1772.0,1930.87,509.24
38800.0,807.0,-1761.0,1937.1,509.29
40600.0,845.0,-1741.0,1935.23,511.27
42400.0,886.0,-1726.0,1940.12,509.84
44200.0,926.0,-1708.0,1942.87,507.74
46000.0,964.0,-1690.0,1945.61,507.44
47800.0,1001.0,-1670.0,1947.02,509.43
49600.0,1033.0,-1649.0,1945.84,506.87
51400.0,1076.0,-1630.0,1953.12,505.79
53200.0,1104.0,-1608.0,1950.51,502.24
55000.0,1144.0,-1583.0,1953.11,503.04
56800.0,1192.0,-1547.0,1952.97,498.14
58600.0,1211.0,-1539.0,1958.33,502.14
60400.0,1251.0,-1508.0,1959.35,501.15
62200.0,1281.0,-1482.0,1958.9,500.74
64000.0,1320.0,-1455.0,1964.54,502.57
65800.0,1350.0,-1427.0,1964.39,498.92
67600.0,1380.0,-1402.0,1967.23,497.68
69400.0,1411.0,-1370.0,1966.68,498.89
71200.0,1442.0,-1338.0,1967.13,497.25
73000.0,1472.0,-1306.0,1967.85,498.79
74800.0,1499.0,-1277.0,1969.2,500.44
76600.0,1529.0,-1244.0,1971.14,497.59
78400.0,1555.0,-1210.0,1970.31,497.03
80200.0,1584.0,-1172.0,1970.44,495.34
82000.0,1607.0,-1141.0,1970.87,496.77
83800.0,1636.0,-1101.0,1971.98,496.9
85600.0,1659.0,-1072.0,1975.21,495.6
87400.0,1683.0,-1031.0,1973.69,495.21
89200.0,1707.0,-995.0,1975.82,492.87
91000.0,1727.0,-959.0,1975.4,494.05
92800.0,1749.0,-922.0,1977.14,494.94
94600.0,1769.0,-882.0,1976.69,493.89
96400.0,1788.0,-844.0,1977.19,495.16
98200.0,1807.0,-806.0,1978.61,493.12
100000.0,1825.0,-764.0,1978.46,490.91
