frequency,real,imaginary,magnitude,impedance
10000.0,18.0,-13.0,22.2,46024.69
11800.0,0.0,-4.0,4.0,246288.95
13600.0,340.0,-1351.0,1393.13,711.01
15400.0,293.0,-1991.0,2012.44,490.05
17200.0,325.0,-2005.0,2031.17,482.38
19000.0,369.0,-2013.0,2046.54,489.08
20800.0,411.0,-1992.0,2033.96,485.57
22600.0,455.0,-1992.0,2043.3,484.61
24400.0,508.0,-1999.0,2062.54,480.74
26200.0,547.0,-1984.0,2058.02,482.52
28000.0,593.0,-1970.0,2057.32,476.22
29800.0,630.0,-1965.0,2063.52,481.68
31600.0,683.0,-1953.0,2068.98,478.56
33400.0,723.0,-1938.0,2068.47,477.65
35200.0,768.0,-1931.0,2078.12,481.26
37000.0,813.0,-1908.0,2073.99,474.1
38800.0,855.0,-1894.0,2078.04,474.75
40600.0,895.0,-1878.0,2080.36,475.61
42400.0,942.0,-1865.0,2089.4,473.42
44200.0,983.0,-1840.0,2086.12,472.87
46000.0,1025.0,-1822.0,2090.53,472.26
47800.0,1066.0,-1804.0,2095.42,473.36
49600.0,1105.0,-1779.0,2094.25,470.95
51400.0,1148.0,-1756.0,2097.96,470.87
53200.0,1191.0,-1732.0,2101.98,466.05
55000.0,1224.0,-1710.0,2102.92,467.2
56800.0,1253.0,-1692.0,2105.44,462.07
58600.0,1303.0,-1655.0,2106.38,466.85
60400.0,1339.0,-1630.0,2109.46,465.49
62200.0,1375.0,-1598.0,2108.13,465.3
64000.0,1416.0,-1572.0,2115.71,466.66
65800.0,1450.0,-1541.0,2115.94,463.19
67600.0,1481.0,-1508.0,2113.63,463.21
69400.0,1517.0,-1475.0,2115.87,463.71
71200.0,1549.0,-1442.0,2116.31,462.2
73000.0,1583.0,-1409.0,2119.24,463.15
74800.0,1616.0,-1377.0,2123.11,464.17
76600.0,1648.0,-1338.0,2122.77,462.04
78400.0,1675.0,-1304.0,2122.74,461.34
80200.0,1709.0,-1262.0,2124.46,459.43
82000.0,1734.0,-1225.0,2123.06,461.16
83800.0,1761.0,-1189.0,2124.82,461.16
85600.0,1786.0,-1151.0,2124.76,460.72
87400.0,1812.0,-1110.0,2124.96,459.96
89200.0,1836.0,-1071.0,2125.54,458.15
91000.0,1860.0,-1033.0,2127.6,458.7
92800.0,1885.0,-989.0,2128.7,459.7
94600.0,1906.0,-945.0,2127.41,458.9
96400.0,1926.0,-904.0,2127.6,460.16
98200.0,1948.0,-861.0,2129.79,458.12
100000.0,1966.0,-818.0,2129.39,456.12
