frequency,real,imaginary,magnitude,impedance
10000.0,10.0,-263.0,263.19,419.67
11800.0,-13.0,-252.0,252.34,388.45
13600.0,-8.0,-260.0,260.12,386.35
15400.0,28.0,-255.0,256.53,371.7
17200.0,12.0,-253.0,253.28,363.57
19000.0,19.0,-267.0,267.68,437.46
20800.0,26.0,-263.0,264.28,382.07
22600.0,38.0,-265.0,267.71,382.18
24400.0,35.0,-264.0,266.31,403.73
26200.0,47.0,-265.0,269.14,394.97
28000.0,57.0,-260.0,266.17,364.48
29800.0,55.0,-262.0,267.71,385.96
31600.0,69.0,-264.0,272.87,387.64
33400.0,72.0,-264.0,273.64,379.5
35200.0,75.0,-269.0,279.26,385.67
37000.0,85.0,-268.0,281.16,387.01
38800.0,96.0,-263.0,279.97,375.43
40600.0,99.0,-260.0,278.21,368.53
42400.0,106.0,-259.0,279.85,377.35
44200.0,118.0,-257.0,282.79,366.94
46000.0,124.0,-254.0,282.65,380.06
47800.0,129.0,-254.0,284.88,384.08
49600.0,134.0,-249.0,282.77,377.26
51400.0,140.0,-246.0,283.05,367.23
53200.0,145.0,-247.0,286.42,371.67
55000.0,152.0,-244.0,287.47,366.63
56800.0,143.0,-236.0,275.94,303.46
58600.0,160.0,-236.0,285.12,373.55
60400.0,169.0,-232.0,287.03,377.69
62200.0,175.0,-226.0,285.83,365.26
64000.0,182.0,-228.0,291.73,374.05
65800.0,184.0,-218.0,285.27,368.99
67600.0,189.0,-215.0,286.26,380.69
69400.0,196.0,-211.0,287.99,368.59
71200.0,199.0,-204.0,284.99,372.48
73000.0,205.0,-201.0,287.1,364.65
74800.0,206.0,-200.0,287.12,384.32
76600.0,216.0,-191.0,288.33,368.67
78400.0,218.0,-186.0,286.57,366.39
80200.0,223.0,-188.0,291.67,326.63
82000.0,230.0,-177.0,290.22,369.37
83800.0,233.0,-170.0,288.43,359.58
85600.0,237.0,-171.0,292.25,353.22
87400.0,240.0,-160.0,288.44,361.62
89200.0,248.0,-153.0,291.4,365.51
91000.0,246.0,-150.0,288.12,366.52
92800.0,253.0,-143.0,290.62,363.64
94600.0,255.0,-139.0,290.42,360.54
96400.0,258.0,-133.0,290.26,357.5
98200.0,262.0,-126.0,290.72,356.93
100000.0,266.0,-121.0,292.23,367.61
