frequency,real,imaginary,magnitude,impedance
10000.0,46.0,-218.0,222.8,547.87
11800.0,22.0,-278.0,278.87,373.21
13600.0,18.0,-257.0,257.63,444.19
15400.0,7.0,-260.0,260.09,370.38
17200.0,3.0,-265.0,265.02,365.06
19000.0,8.0,-269.0,269.12,427.76
20800.0,12.0,-264.0,264.27,365.23
22600.0,29.0,-273.0,274.54,380.57
24400.0,30.0,-276.0,277.63,373.08
26200.0,43.0,-278.0,281.31,370.93
28000.0,49.0,-272.0,276.38,359.86
29800.0,60.0,-276.0,282.45,370.99
31600.0,63.0,-275.0,282.12,378.92
33400.0,75.0,-273.0,283.11,364.96
35200.0,82.0,-280.0,291.76,379.51
37000.0,89.0,-270.0,284.29,391.57
38800.0,96.0,-272.0,288.44,366.97
40600.0,99.0,-271.0,288.52,357.86
42400.0,110.0,-275.0,296.18,359.98
44200.0,115.0,-268.0,291.63,355.82
46000.0,126.0,-265.0,293.43,362.85
47800.0,131.0,-263.0,293.82,374.87
49600.0,136.0,-260.0,293.42,350.55
51400.0,144.0,-257.0,294.59,371.42
53200.0,156.0,-256.0,299.79,376.51
55000.0,158.0,-252.0,297.44,358.09
56800.0,149.0,-240.0,282.49,386.75
58600.0,171.0,-246.0,299.59,353.87
60400.0,175.0,-246.0,301.9,355.09
62200.0,178.0,-239.0,298.0,350.34
64000.0,185.0,-236.0,299.87,350.14
65800.0,191.0,-231.0,299.74,369.11
67600.0,195.0,-227.0,299.26,341.43
69400.0,202.0,-223.0,300.89,357.71
71200.0,209.0,-219.0,302.72,355.04
73000.0,213.0,-209.0,298.41,355.47
74800.0,220.0,-210.0,304.14,353.88
76600.0,222.0,-203.0,300.82,343.99
78400.0,227.0,-196.0,299.91,355.2
80200.0,237.0,-190.0,303.76,378.52
82000.0,238.0,-187.0,302.68,357.06
83800.0,246.0,-183.0,306.6,342.45
85600.0,243.0,-175.0,299.46,372.7
87400.0,251.0,-169.0,302.59,348.31
89200.0,254.0,-164.0,302.34,343.79
91000.0,254.0,-161.0,300.73,341.26
92800.0,262.0,-152.0,302.9,348.89
94600.0,267.0,-146.0,304.31,338.33
96400.0,269.0,-141.0,303.71,341.67
98200.0,273.0,-133.0,303.67,350.55
100000.0,276.0,-127.0,303.82,359.6
