frequency,real,imaginary,magnitude,impedance
10000.0,18.0,-14.0,22.8,44813.89
11800.0,-1.0,-3.0,3.16,311533.63
13600.0,370.0,-1612.0,1653.92,598.9
15400.0,305.0,-1904.0,1928.27,511.44
17200.0,316.0,-1902.0,1928.07,508.18
19000.0,362.0,-1918.0,1951.86,512.81
20800.0,397.0,-1900.0,1941.03,508.82
22600.0,441.0,-1897.0,1947.59,508.43
24400.0,492.0,-1891.0,1953.96,507.45
26200.0,549.0,-1921.0,1997.91,497.04
28000.0,569.0,-1870.0,1954.65,501.23
29800.0,612.0,-1866.0,1963.8,506.14
31600.0,653.0,-1851.0,1962.81,504.45
33400.0,693.0,-1840.0,1966.18,502.5
35200.0,736.0,-1832.0,1974.32,506.56
37000.0,769.0,-1815.0,1971.19,498.82
38800.0,815.0,-1798.0,1974.09,499.75
40600.0,855.0,-1781.0,1975.6,500.83
42400.0,892.0,-1773.0,1984.74,498.38
44200.0,935.0,-1750.0,1984.12,497.18
46000.0,976.0,-1729.0,1985.45,497.26
47800.0,1014.0,-1711.0,1988.9,498.71
49600.0,1051.0,-1691.0,1991.0,495.38
51400.0,1088.0,-1668.0,1991.47,496.05
53200.0,1125.0,-1652.0,1998.68,490.14
55000.0,1163.0,-1624.0,1997.48,491.86
56800.0,1208.0,-1609.0,2012.0,483.53
58600.0,1239.0,-1578.0,2006.29,490.14
60400.0,1274.0,-1547.0,2004.07,489.97
62200.0,1305.0,-1520.0,2003.35,489.63
64000.0,1340.0,-1495.0,2007.64,491.78
65800.0,1373.0,-1464.0,2007.09,488.31
67600.0,1408.0,-1432.0,2008.26,487.51
69400.0,1436.0,-1404.0,2008.31,488.55
71200.0,1471.0,-1374.0,2012.89,485.95
73000.0,1500.0,-1340.0,2011.37,487.99
74800.0,1533.0,-1308.0,2015.18,489.02
76600.0,1560.0,-1274.0,2014.12,486.97
78400.0,1590.0,-1241.0,2016.97,485.53
80200.0,1620.0,-1207.0,2020.21,483.14
82000.0,1642.0,-1171.0,2016.78,485.46
83800.0,1671.0,-1133.0,2018.89,485.35
85600.0,1696.0,-1097.0,2019.86,484.65
87400.0,1718.0,-1059.0,2018.17,484.3
89200.0,1740.0,-1021.0,2017.43,482.71
91000.0,1764.0,-982.0,2018.92,483.4
92800.0,1791.0,-944.0,2024.55,483.35
94600.0,1809.0,-902.0,2021.41,482.96
96400.0,1828.0,-863.0,2021.47,484.32
98200.0,1848.0,-823.0,2022.98,482.31
100000.0,1867.0,-782.0,2024.16,479.83
