frequency,real,imaginary,magnitude,impedance
10000.0,18.0,-14.0,22.8,44813.89
11800.0,0.0,-4.0,4.0,246288.95
13600.0,339.0,-1823.0,1854.25,534.19
15400.0,286.0,-1891.0,1912.51,515.66
17200.0,317.0,-1893.0,1919.36,510.49
19000.0,365.0,-1907.0,1941.62,515.51
20800.0,401.0,-1889.0,1931.09,511.44
22600.0,442.0,-1887.0,1938.07,510.92
24400.0,478.0,-1882.0,1941.75,510.64
26200.0,531.0,-1870.0,1943.93,510.84
28000.0,569.0,-1855.0,1940.31,504.94
29800.0,605.0,-1853.0,1949.27,509.92
31600.0,654.0,-1836.0,1949.0,508.02
33400.0,690.0,-1825.0,1951.08,506.39
35200.0,733.0,-1815.0,1957.43,510.93
37000.0,768.0,-1800.0,1956.99,502.44
38800.0,814.0,-1784.0,1960.93,503.1
40600.0,850.0,-1769.0,1962.62,504.14
42400.0,891.0,-1754.0,1967.33,502.79
44200.0,933.0,-1733.0,1968.19,501.21
46000.0,974.0,-1717.0,1974.02,500.14
47800.0,1007.0,-1698.0,1974.15,502.43
49600.0,1047.0,-1676.0,1976.15,499.1
51400.0,1086.0,-1655.0,1979.5,499.05
53200.0,1122.0,-1628.0,1977.19,495.46
55000.0,1156.0,-1609.0,1981.22,495.9
56800.0,1180.0,-1578.0,1970.4,493.73
58600.0,1225.0,-1564.0,1986.64,494.99
60400.0,1264.0,-1535.0,1988.45,493.82
62200.0,1297.0,-1507.0,1988.28,493.34
64000.0,1335.0,-1482.0,1994.63,494.99
65800.0,1364.0,-1452.0,1992.18,491.96
67600.0,1396.0,-1424.0,1994.14,490.96
69400.0,1433.0,-1393.0,1998.48,490.95
71200.0,1462.0,-1359.0,1996.08,490.04
73000.0,1491.0,-1328.0,1996.66,491.59
74800.0,1519.0,-1296.0,1996.74,493.54
76600.0,1550.0,-1261.0,1998.15,490.86
78400.0,1579.0,-1227.0,1999.69,489.73
80200.0,1601.0,-1197.0,1999.0,488.26
82000.0,1629.0,-1159.0,1999.23,489.72
83800.0,1652.0,-1126.0,1999.24,490.12
85600.0,1680.0,-1088.0,2001.54,489.08
87400.0,1705.0,-1050.0,2002.38,488.12
89200.0,1730.0,-1010.0,2003.25,486.12
91000.0,1749.0,-979.0,2004.36,486.91
92800.0,1773.0,-936.0,2004.9,488.09
94600.0,1791.0,-897.0,2003.07,487.39
96400.0,1813.0,-857.0,2005.35,488.21
98200.0,1831.0,-819.0,2005.82,486.43
100000.0,1849.0,-777.0,2005.62,484.27
