frequency,real,imaginary,magnitude,impedance
10000.0,18.0,-13.0,22.2,46024.69
11800.0,-1.0,-2.0,2.24,440575.06
13600.0,371.0,-1755.0,1793.79,552.2
15400.0,304.0,-1836.0,1861.0,529.93
17200.0,326.0,-1832.0,1860.78,526.56
19000.0,371.0,-1862.0,1898.6,527.19
20800.0,407.0,-1832.0,1876.67,526.27
22600.0,446.0,-1826.0,1879.68,526.79
24400.0,484.0,-1822.0,1885.19,525.96
26200.0,523.0,-1810.0,1884.05,527.08
28000.0,565.0,-1798.0,1884.68,519.84
29800.0,606.0,-1787.0,1886.96,526.75
31600.0,644.0,-1780.0,1892.92,523.07
33400.0,679.0,-1769.0,1894.84,521.42
35200.0,713.0,-1758.0,1897.09,527.19
37000.0,754.0,-1737.0,1893.59,519.26
38800.0,795.0,-1722.0,1896.66,520.15
40600.0,830.0,-1708.0,1898.99,521.03
42400.0,870.0,-1694.0,1904.35,519.42
44200.0,909.0,-1671.0,1902.24,518.58
46000.0,947.0,-1652.0,1904.18,518.48
47800.0,982.0,-1636.0,1908.09,519.83
49600.0,1015.0,-1611.0,1904.09,517.99
51400.0,1053.0,-1592.0,1908.74,517.55
53200.0,1081.0,-1572.0,1907.81,513.48
55000.0,1125.0,-1547.0,1912.81,513.64
56800.0,1160.0,-1536.0,1924.81,505.43
58600.0,1191.0,-1500.0,1915.33,513.42
60400.0,1224.0,-1475.0,1916.72,512.3
62200.0,1253.0,-1448.0,1914.87,512.26
64000.0,1293.0,-1423.0,1922.7,513.51
65800.0,1320.0,-1395.0,1920.53,510.32
67600.0,1349.0,-1365.0,1919.12,510.15
69400.0,1383.0,-1337.0,1923.61,510.06
71200.0,1408.0,-1309.0,1922.48,508.8
73000.0,1440.0,-1277.0,1924.66,509.98
74800.0,1467.0,-1245.0,1924.09,512.18
76600.0,1497.0,-1216.0,1928.64,508.55
78400.0,1523.0,-1182.0,1927.86,507.98
80200.0,1553.0,-1153.0,1934.22,504.61
82000.0,1576.0,-1114.0,1929.97,507.3
83800.0,1604.0,-1082.0,1934.82,506.44
85600.0,1624.0,-1045.0,1931.17,506.91
87400.0,1646.0,-1009.0,1930.65,506.25
89200.0,1671.0,-972.0,1933.14,503.75
91000.0,1685.0,-939.0,1928.98,505.94
92800.0,1711.0,-902.0,1934.2,505.93
94600.0,1728.0,-864.0,1931.96,505.32
96400.0,1748.0,-825.0,1932.91,506.51
98200.0,1766.0,-789.0,1934.24,504.44
100000.0,1785.0,-747.0,1935.0,501.94
