frequency,real,imaginary,magnitude,impedance
5000.0,21.0,267.0,267.82,34388.91
7000.0,18.0,263.0,263.62,34566.27
9000.0,-11.0,275.0,275.22,33718.26
11000.0,-12.0,268.0,268.27,34135.0
13000.0,-30.0,279.0,280.61,33313.32
15000.0,-32.0,272.0,273.88,33621.41
17000.0,-43.0,277.0,280.32,33281.68
19000.0,-46.0,271.0,274.88,33562.98
21000.0,-53.0,281.0,285.95,32799.83
23000.0,-59.0,273.0,279.3,33183.15
25000.0,-63.0,273.0,280.17,33259.72
27000.0,-71.0,271.0,280.15,33168.05
29000.0,-76.0,274.0,284.34,32841.13
31000.0,-82.0,271.0,283.13,32978.62
33000.0,-87.0,274.0,287.48,32558.83
35000.0,-92.0,266.0,281.46,33022.95
37000.0,-100.0,271.0,288.86,32239.62
39000.0,-101.0,268.0,286.4,32590.19
41000.0,-108.0,265.0,286.16,32538.37
43000.0,-116.0,268.0,292.03,31914.61
45000.0,-120.0,262.0,288.17,32333.6
47000.0,-124.0,259.0,287.15,32400.33
49000.0,-128.0,257.0,287.11,32422.86
51000.0,-133.0,255.0,287.6,32327.07
53000.0,-138.0,257.0,291.71,31613.54
55000.0,-142.0,250.0,287.51,32138.26
57000.0,-151.0,248.0,290.35,32122.71
59000.0,-154.0,242.0,286.84,32241.19
61000.0,-163.0,242.0,291.78,31772.62
63000.0,-164.0,240.0,290.68,31824.03
65000.0,-168.0,232.0,286.44,32165.26
67000.0,-173.0,232.0,289.4,31950.81
69000.0,-180.0,231.0,292.85,31618.04
71000.0,-185.0,228.0,293.61,31572.76
73000.0,-187.0,224.0,291.8,31581.28
75000.0,-194.0,218.0,291.82,31474.86
77000.0,-197.0,216.0,292.34,31477.61
79000.0,-203.0,212.0,293.52,31303.79
81000.0,-205.0,209.0,292.76,31458.4
83000.0,-211.0,203.0,292.8,31308.53
85000.0,-214.0,199.0,292.23,31387.03
87000.0,-217.0,196.0,292.41,31370.56
89000.0,-222.0,195.0,295.48,31153.96
91000.0,-231.0,186.0,296.58,30802.69
93000.0,-228.0,182.0,291.73,31387.17
95000.0,-237.0,175.0,294.61,31105.64
97000.0,-237.0,169.0,291.08,31279.04
99000.0,-239.0,167.0,291.56,31373.02
