frequency,real,imaginary,magnitude,impedance
5000.0,1.0,1010.0,1010.0,9109.1
7000.0,-18.0,1010.0,1010.16,9030.44
9000.0,-71.0,1032.0,1034.44,8970.98
11000.0,-84.0,1021.0,1024.45,8957.24
13000.0,-129.0,1038.0,1045.99,8968.18
15000.0,-143.0,1027.0,1036.91,8892.96
17000.0,-171.0,1024.0,1038.18,8984.52
19000.0,-188.0,1008.0,1025.38,8982.24
21000.0,-214.0,1011.0,1033.4,9061.84
23000.0,-230.0,983.0,1009.55,9209.21
25000.0,-251.0,967.0,999.04,9319.31
27000.0,-271.0,943.0,981.17,9468.49
29000.0,-291.0,929.0,973.51,9598.82
31000.0,-314.0,908.0,960.76,9686.63
33000.0,-333.0,894.0,954.0,9797.76
35000.0,-352.0,870.0,938.51,9907.69
37000.0,-389.0,994.0,1067.41,8734.03
39000.0,-405.0,981.0,1061.31,8773.55
41000.0,-426.0,975.0,1064.0,8747.24
43000.0,-451.0,973.0,1072.44,8638.4
45000.0,-470.0,958.0,1067.08,8693.77
47000.0,-486.0,944.0,1061.76,8761.51
49000.0,-512.0,933.0,1064.25,8706.77
51000.0,-530.0,919.0,1060.88,8779.73
53000.0,-556.0,915.0,1070.68,8657.16
55000.0,-568.0,900.0,1064.25,8708.52
57000.0,-589.0,891.0,1068.08,8694.6
59000.0,-604.0,876.0,1064.05,8689.79
61000.0,-625.0,868.0,1069.6,8665.89
63000.0,-639.0,852.0,1065.0,8641.6
65000.0,-661.0,840.0,1068.89,8655.84
67000.0,-677.0,828.0,1069.54,8609.58
69000.0,-697.0,816.0,1073.16,8602.15
71000.0,-713.0,802.0,1073.11,8625.6
73000.0,-726.0,783.0,1067.79,8636.56
75000.0,-746.0,764.0,1067.81,8589.08
77000.0,-760.0,749.0,1067.05,8617.01
79000.0,-779.0,733.0,1069.64,8585.1
81000.0,-791.0,714.0,1065.59,8609.07
83000.0,-808.0,696.0,1066.43,8601.72
85000.0,-823.0,682.0,1068.86,8596.33
87000.0,-834.0,671.0,1070.42,8565.29
89000.0,-848.0,649.0,1067.85,8573.73
91000.0,-867.0,629.0,1071.13,8554.41
93000.0,-877.0,616.0,1071.72,8539.63
95000.0,-894.0,599.0,1076.12,8514.46
97000.0,-900.0,575.0,1068.0,8559.71
99000.0,-918.0,555.0,1072.73,8551.87
