frequency,real,imaginary,magnitude,impedance
5000.0,2.0,1017.0,1017.0,9046.39
7000.0,-12.0,1016.0,1016.07,8977.91
9000.0,-81.0,1034.0,1037.17,8947.38
11000.0,-87.0,1024.0,1027.69,8929.0
13000.0,-132.0,1041.0,1049.34,8939.54
15000.0,-145.0,1028.0,1038.18,8882.1
17000.0,-174.0,1038.0,1052.48,8862.43
19000.0,-196.0,1023.0,1041.61,8842.32
21000.0,-220.0,1033.0,1056.17,8866.51
23000.0,-237.0,1024.0,1051.07,8845.43
25000.0,-260.0,1021.0,1053.58,8836.88
27000.0,-286.0,1012.0,1051.64,8834.01
29000.0,-306.0,1016.0,1061.08,8806.63
31000.0,-329.0,1005.0,1057.48,8800.65
33000.0,-348.0,1002.0,1060.71,8812.12
35000.0,-372.0,998.0,1065.08,8730.34
37000.0,-392.0,994.0,1068.5,8725.06
39000.0,-411.0,979.0,1061.77,8769.75
41000.0,-434.0,970.0,1062.66,8758.25
43000.0,-460.0,964.0,1068.13,8673.29
45000.0,-476.0,953.0,1065.26,8708.62
47000.0,-493.0,944.0,1064.98,8735.0
49000.0,-512.0,937.0,1067.76,8678.16
51000.0,-529.0,924.0,1064.71,8748.09
53000.0,-557.0,904.0,1061.82,8729.4
55000.0,-572.0,901.0,1067.23,8684.16
57000.0,-596.0,889.0,1070.3,8676.62
59000.0,-609.0,875.0,1066.07,8673.28
61000.0,-627.0,859.0,1063.49,8715.7
63000.0,-650.0,846.0,1066.87,8626.44
65000.0,-670.0,843.0,1076.82,8592.05
67000.0,-684.0,823.0,1070.13,8604.8
69000.0,-701.0,810.0,1071.21,8617.74
71000.0,-719.0,796.0,1072.65,8629.33
73000.0,-733.0,778.0,1068.91,8627.45
75000.0,-752.0,759.0,1068.45,8583.91
77000.0,-768.0,744.0,1069.28,8599.06
79000.0,-783.0,730.0,1070.51,8578.13
81000.0,-797.0,714.0,1070.05,8573.18
83000.0,-812.0,692.0,1066.87,8598.21
85000.0,-828.0,676.0,1068.91,8595.93
87000.0,-842.0,661.0,1070.46,8564.96
89000.0,-856.0,640.0,1068.8,8566.11
91000.0,-878.0,617.0,1073.11,8538.64
93000.0,-880.0,607.0,1069.04,8561.03
95000.0,-901.0,588.0,1075.89,8516.26
97000.0,-906.0,567.0,1068.8,8553.34
99000.0,-921.0,547.0,1071.19,8564.15
