frequency,real,imaginary,magnitude,impedance
5000.0,10.0,851.0,851.06,10833.79
7000.0,-6.0,849.0,849.02,10721.65
9000.0,-55.0,879.0,880.72,10543.97
11000.0,-64.0,877.0,879.33,10425.29
13000.0,-100.0,895.0,900.57,10402.07
15000.0,-112.0,888.0,895.04,10370.55
17000.0,-136.0,891.0,901.32,10359.67
19000.0,-153.0,879.0,892.22,10351.8
21000.0,-171.0,886.0,902.35,10380.89
23000.0,-190.0,878.0,898.32,10358.02
25000.0,-194.0,826.0,848.48,11002.12
27000.0,-214.0,821.0,848.43,10946.35
29000.0,-228.0,826.0,856.89,10916.25
31000.0,-246.0,823.0,858.98,10845.35
33000.0,-263.0,819.0,860.19,10842.1
35000.0,-278.0,816.0,862.06,10824.86
37000.0,-300.0,809.0,862.83,10800.26
39000.0,-309.0,805.0,862.27,10807.77
41000.0,-329.0,798.0,863.16,10787.41
43000.0,-340.0,784.0,854.55,10796.9
45000.0,-362.0,785.0,864.45,10747.37
47000.0,-378.0,781.0,867.67,10707.12
49000.0,-391.0,772.0,865.37,10723.67
51000.0,-409.0,762.0,864.83,10743.24
53000.0,-421.0,751.0,860.95,10776.2
55000.0,-439.0,746.0,865.58,10694.06
57000.0,-459.0,740.0,870.79,10664.48
59000.0,-468.0,730.0,867.14,10672.24
61000.0,-479.0,723.0,867.28,10638.95
63000.0,-498.0,709.0,866.42,10628.11
65000.0,-516.0,702.0,871.24,10658.27
67000.0,-525.0,693.0,869.41,10626.16
69000.0,-542.0,687.0,875.06,10548.62
71000.0,-554.0,676.0,874.01,10598.71
73000.0,-568.0,662.0,872.28,10580.28
75000.0,-584.0,648.0,872.33,10548.22
77000.0,-598.0,638.0,874.44,10547.34
79000.0,-613.0,623.0,874.01,10511.39
81000.0,-622.0,611.0,871.9,10514.37
83000.0,-640.0,600.0,877.27,10440.51
85000.0,-649.0,589.0,876.43,10467.8
87000.0,-658.0,575.0,873.84,10501.5
89000.0,-669.0,565.0,875.66,10487.5
91000.0,-690.0,549.0,881.76,10425.61
93000.0,-693.0,538.0,877.32,10443.88
95000.0,-708.0,521.0,879.04,10384.09
97000.0,-718.0,502.0,876.09,10408.14
99000.0,-735.0,493.0,885.03,10310.31
