frequency,real,imaginary,magnitude,impedance
5000.0,11.0,826.0,826.07,11161.47
7000.0,1.0,822.0,822.0,11074.09
9000.0,-50.0,834.0,835.5,11114.67
11000.0,-59.0,826.0,828.1,11070.22
13000.0,-95.0,845.0,850.32,11016.73
15000.0,-105.0,832.0,838.6,11068.46
17000.0,-125.0,840.0,849.25,10994.85
19000.0,-138.0,830.0,841.39,10977.07
21000.0,-164.0,839.0,854.88,10957.35
23000.0,-179.0,831.0,850.06,10946.1
25000.0,-195.0,832.0,854.55,10923.97
27000.0,-214.0,823.0,850.37,10921.44
29000.0,-229.0,829.0,860.05,10876.17
31000.0,-245.0,823.0,858.69,10848.96
33000.0,-265.0,823.0,864.61,10786.67
35000.0,-281.0,810.0,857.36,10884.19
37000.0,-296.0,808.0,860.51,10829.4
39000.0,-314.0,804.0,863.14,10796.84
41000.0,-327.0,801.0,865.18,10762.27
43000.0,-338.0,788.0,857.43,10760.63
45000.0,-366.0,790.0,870.66,10670.63
47000.0,-380.0,782.0,869.44,10685.29
49000.0,-404.0,783.0,881.08,10532.44
51000.0,-423.0,782.0,889.07,10450.24
53000.0,-447.0,796.0,912.92,10162.78
55000.0,-467.0,794.0,921.15,10048.94
57000.0,-489.0,792.0,930.8,9976.99
59000.0,-501.0,778.0,925.36,10000.77
61000.0,-519.0,765.0,924.44,9981.11
63000.0,-531.0,752.0,920.58,10002.86
65000.0,-547.0,747.0,925.86,10029.49
67000.0,-562.0,725.0,917.32,10071.22
69000.0,-545.0,687.0,876.92,10526.23
71000.0,-557.0,673.0,873.6,10603.67
73000.0,-573.0,667.0,879.33,10495.44
75000.0,-584.0,649.0,873.07,10539.24
77000.0,-599.0,642.0,878.05,10504.04
79000.0,-613.0,626.0,876.15,10485.7
81000.0,-625.0,616.0,877.54,10446.73
83000.0,-637.0,603.0,877.14,10442.02
85000.0,-650.0,590.0,877.84,10450.96
87000.0,-659.0,580.0,877.88,10453.07
89000.0,-675.0,562.0,878.33,10455.62
91000.0,-694.0,546.0,883.04,10410.55
93000.0,-697.0,539.0,881.1,10399.14
95000.0,-713.0,526.0,886.03,10302.15
97000.0,-717.0,507.0,878.14,10383.75
99000.0,-735.0,490.0,883.36,10329.78
